"Year";"Month";"Alliz_Maso_Strimo_Osservatore";"Andalo";"Anterivo_Osservatore";"Anterselva_di_Mezzo_Osservatore";"Belvedere_sas_bece_";"Bondone_viote";"Braies_Ferrara_Osservatore";"Bronzolo_Osservatore";"Buffaure";"Campiglio_pradalago";"Canazei_ciampac";"Caoria";"Casere_di_Fuori_Osservatore";"Col_verde";"Corona_Cortaccia_Osservatore";"Costalovara_Osservatore";"Diga_di_Gioveretto_Osservatore";"Diga_di_Neves_Osservatore";"Diga_di_Quaira_Osservatore";"Diga_di_Valdaora_Osservatore";"Diga_di_Vizze_Osservatore";"Diga_di_Zoccolo_Osservatore";"Dossioli_pra_alpesina";"Favogna_di_sotto_Osservatore";"Fie_allo_Sciliar_Osservatore";"Fleres_Osservatore";"Folgaria_passo_sommo";"Folgarida_malghet_aut";"Fontana_Bianca";"Fortezza_Osservatore";"Fundres_Osservatore";"Groste_";"La_Villa_in_Badia_Osservatore";"Lago_di_calaita";"Lago_Verde_Osservatore";"Lazfons_Osservatore";"Longiaru_Osservatore";"Lusia";"Luson_Osservatore";"Maia_Alta_Osservatore";"Malga_baessa";"Malga_bissina";"Malga_val_cigolera";"Malga_zugna";"Marmolada";"Masi_lozen";"Mazia_Osservatore";"Melago_Osservatore";"Meltina_Osservatore";"Molini_di_Tures_Osservatore";"Monte_bondone_vason_palon";"Monte_Maria_Osservatore";"Nova_Levante_Osservatore";"Nova_Ponente_Maso_di_sopra_Osservatore";"Ora_Osservatore";"Ortisei_Osservatore";"Paganella";"Pampeago";"Pampeago_monsorno";"Pampeago_tresca";"Panarotta";"Paneveggio";"Passo_brocon_malga_marande";"Passo_durone";"Passo_fedaia";"Passo_rolle";"Passo_san_pellegrino";"Passo_san_valentino";"Passo_tonale_scuola_pat";"Passo_valles";"Pejo_tarlenta";"Pennes_Osservatore";"Pinzolo_grual";"Plata_Osservatore";"Pozza_di_fassa";"Prato_allo_Stelvio_Osservatore";"Predazzo_gardone";"Presena";"Rabbi";"Racines_di_Dentro_Osservatore";"Redagno_Osservatore";"Ridanna_Osservatore";"Rifiano_Beobachter";"Rifugio_trivena";"Roia_di_Fuori_Osservatore";"Rumo";"S_Cassiano_Osservatore";"S_Genesio_Atesino_Osservatore";"S_Leonardo_in_Passiria_Osservatore";"S_Maddalena_in_Casies_Osservatore";"S_Martino_in_Passiria_Osservatore";"S_Pancrazio_Osservatore";"S_Valentino_alla_Muta_Osservatore";"S_Valpurga_d_Ultimo_Osservatore";"S_Vito_di_Braies_Osservatore";"San_Candido_Osservatore";"San_martino_di_castrozza";"San_Martino_Osservatore";"Scena_Osservatore";"Sesto_Osservatore";"Silandro_Convento_Osservatore";"Slingia_Osservatore";"Terento_Osservatore";"Terme_di_Brennero_Osservatore";"Tremalzo";"Trento_citta_";"Val_noana_diga";"Vallarsa_pian_fugazze";"Valles_osservatore";"Valluzza_Osservatore";"Vanga_Osservatore";"Vermiglio";"Vigo_di_fassa_ciampedie";"Villa_welsperg";"Vipiteno_osservatore"
1983;4;4;NA;3;1;NA;26;8;0;NA;NA;NA;NA;2;NA;1;NA;40;56;70;0;3;1;NA;1;0;NA;NA;NA;52;0;2;NA;7;NA;66;1;14;NA;1;0;NA;88;NA;NA;NA;NA;1;35;1;0;NA;2;NA;5;0;2;134;40;NA;NA;110;17;40;NA;NA;104;NA;NA;75;81;NA;30;NA;1;14;0;NA;NA;3;3;9;7;0;NA;34;NA;0;NA;NA;1;0;0;1;NA;3;3;8;5;0;1;0;3;1;3;NA;NA;6;NA;NA;3;0;NA;NA;NA;0
1983;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;2;1;37;0;0;0;NA;0;0;NA;NA;NA;4;0;0;NA;0;NA;124;0;0;NA;0;0;NA;7;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;59;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;1;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;11;2;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;1;NA;0;NA;1;4;0;0;1;0;NA;0;0;NA;NA;NA;1;0;0;NA;0;NA;2;0;0;NA;0;0;NA;6;NA;NA;NA;NA;2;3;0;0;NA;1;NA;0;0;0;8;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;13;2;NA;0;NA;0;NA;0;NA;NA;NA;0;0;2;0;NA;3;NA;0;NA;NA;2;0;0;2;NA;0;0;0;0;0;0;0;3;0;1;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1983;12;24;28;13;7;NA;33;14;3;23;NA;NA;NA;7;NA;11;NA;32;63;33;3;23;23;NA;21;4;NA;NA;NA;38;2;12;NA;16;NA;53;5;0;25;3;3;NA;51;NA;NA;NA;NA;8;33;7;8;NA;16;NA;15;17;13;82;30;28;47;NA;20;27;NA;NA;56;28;NA;69;53;44;5;NA;18;14;5;20;NA;27;20;18;38;2;NA;36;NA;13;NA;NA;21;4;13;24;NA;23;13;33;15;3;14;3;34;6;28;NA;NA;12;NA;NA;10;0;NA;NA;5;5
1984;1;25;51;4;16;96;50;34;1;57;NA;50;39;20;NA;9;NA;48;61;55;13;38;41;NA;0;2;NA;62;83;59;0;29;85;39;46;61;10;35;92;6;2;32;88;84;NA;NA;34;0;49;0;12;54;15;NA;23;NA;27;96;43;59;82;73;43;64;NA;31;101;74;66;86;73;46;64;83;29;30;6;46;NA;43;41;28;70;0;NA;59;25;28;NA;NA;35;0;13;27;NA;41;27;58;35;1;32;3;46;15;68;84;NA;50;62;NA;25;13;NA;61;13;6
1984;2;44;65;11;28;119;80;71;1;80;NA;81;53;20;NA;10;NA;77;119;72;39;57;49;NA;2;4;NA;73;129;80;1;51;107;63;67;90;18;54;113;21;1;44;107;103;NA;NA;51;23;96;5;27;94;33;NA;36;1;39;125;60;78;110;92;63;85;NA;43;122;90;88;106;90;72;93;96;38;43;10;61;NA;49;62;38;103;1;108;96;43;36;NA;NA;56;0;22;56;NA;60;60;66;61;2;56;2;79;21;102;99;NA;68;93;NA;53;25;NA;81;27;13
1984;3;47;76;20;29;226;120;106;0;134;NA;139;65;11;NA;6;NA;104;117;103;51;56;49;NA;5;2;NA;107;205;111;0;57;185;93;121;122;12;68;198;16;0;66;165;200;NA;NA;71;13;141;4;11;188;32;NA;56;0;33;213;99;122;201;135;92;139;NA;50;191;155;114;146;154;94;107;109;21;68;3;91;NA;52;59;55;103;0;210;94;50;49;NA;NA;61;0;18;61;NA;83;93;105;75;1;85;0;78;14;115;132;NA;87;156;NA;68;21;NA;134;39;5
1984;4;28;50;26;4;NA;102;53;0;NA;NA;166;NA;2;NA;1;NA;110;86;120;13;23;10;NA;1;0;NA;94;NA;124;0;13;NA;45;NA;225;3;55;NA;2;0;NA;188;NA;NA;NA;55;1;224;4;0;NA;12;NA;33;0;2;232;94;NA;NA;461;80;149;NA;70;277;NA;105;158;178;116;95;113;0;58;0;NA;NA;24;33;57;74;0;NA;90;NA;30;NA;NA;18;0;0;30;NA;54;14;106;24;0;39;0;47;10;103;142;NA;55;134;NA;43;1;NA;NA;NA;0
1984;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;8;4;63;0;0;0;NA;0;0;NA;NA;NA;24;0;0;NA;1;NA;159;0;0;NA;0;0;NA;96;NA;NA;NA;NA;0;2;0;2;NA;0;NA;1;0;0;117;NA;NA;NA;NA;NA;NA;NA;NA;122;NA;NA;NA;105;NA;2;NA;0;NA;0;NA;NA;NA;0;0;1;0;NA;1;NA;0;NA;NA;0;0;0;0;NA;0;0;8;2;0;0;0;0;2;19;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;22;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;1;0;6;0;0;0;NA;0;0;NA;NA;NA;2;0;0;NA;0;NA;5;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;11;3;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;1;NA;0;NA;9;2;10;0;0;2;NA;0;0;NA;NA;NA;10;0;0;NA;1;NA;22;0;0;NA;0;0;NA;7;NA;NA;NA;NA;0;3;0;0;NA;1;NA;1;0;0;8;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;11;3;NA;0;NA;1;NA;0;NA;NA;NA;0;1;1;0;NA;3;NA;3;NA;NA;0;0;0;1;NA;4;0;0;0;0;5;0;2;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1984;12;9;3;3;0;52;14;6;0;23;NA;42;NA;5;NA;2;NA;40;14;44;6;3;0;NA;5;1;NA;NA;NA;38;0;4;NA;8;NA;60;2;7;36;3;0;NA;58;NA;NA;NA;NA;4;15;0;3;NA;1;NA;4;0;7;44;18;28;50;NA;9;12;NA;NA;47;28;NA;56;29;31;6;NA;0;5;1;10;NA;7;8;7;10;0;NA;17;NA;10;NA;NA;4;0;0;3;NA;8;5;7;5;0;10;0;9;3;12;NA;NA;6;NA;NA;6;1;NA;NA;3;0
1985;1;27;53;38;0;111;54;26;10;68;NA;72;41;22;NA;14;NA;85;44;126;14;12;35;NA;31;6;NA;72;118;86;1;15;136;35;62;83;12;28;109;12;6;37;149;98;NA;NA;43;7;48;11;11;88;7;NA;32;NA;20;123;65;75;110;110;43;56;NA;48;149;87;49;151;120;82;22;86;18;31;10;50;NA;45;31;36;41;2;NA;22;26;32;NA;NA;16;8;20;13;NA;26;21;55;28;4;34;3;27;10;30;69;NA;49;52;NA;23;12;NA;79;17;13
1985;2;27;64;18;0;115;61;21;0;79;NA;87;33;13;NA;5;NA;78;59;116;12;12;14;NA;22;1;NA;78;128;84;0;5;138;29;62;75;4;12;111;4;0;51;159;110;NA;NA;40;1;54;3;5;112;3;NA;28;0;14;182;75;83;123;134;48;80;NA;44;176;96;56;154;127;102;28;91;1;36;4;67;NA;48;30;37;36;0;104;52;25;36;NA;NA;24;0;7;12;NA;18;17;61;17;0;23;1;36;4;2;78;NA;58;83;NA;26;4;NA;86;15;2
1985;3;27;67;37;0;183;116;26;0;112;NA;117;30;3;NA;3;NA;105;69;131;12;2;11;NA;38;1;NA;103;190;117;0;1;216;32;103;85;2;18;166;4;0;64;239;148;NA;NA;56;1;75;2;2;223;3;NA;33;0;7;282;94;111;193;244;60;118;NA;36;226;140;118;209;171;123;43;138;4;44;1;90;NA;41;17;46;36;0;186;57;11;33;NA;NA;17;0;5;12;NA;34;22;92;16;0;32;0;33;2;0;152;NA;64;113;NA;28;1;NA;137;18;0
1985;4;3;NA;9;0;NA;72;5;0;NA;NA;NA;NA;1;NA;0;NA;81;42;105;1;1;0;NA;11;0;NA;60;NA;95;0;0;NA;7;NA;75;0;8;NA;0;0;NA;194;NA;NA;NA;NA;0;39;2;0;NA;0;NA;10;0;1;263;60;NA;NA;332;40;86;NA;NA;210;NA;47;150;156;NA;18;NA;0;24;0;NA;NA;6;1;19;10;0;NA;35;NA;15;NA;NA;1;0;0;1;NA;21;1;71;2;0;6;0;5;1;0;102;NA;15;61;NA;5;0;NA;NA;NA;0
1985;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;1;NA;0;NA;8;2;36;0;0;0;NA;0;0;NA;NA;NA;25;0;0;NA;1;NA;79;0;1;NA;0;0;NA;103;NA;NA;NA;NA;0;4;0;0;NA;0;NA;0;0;0;133;NA;NA;NA;NA;NA;NA;NA;NA;85;NA;NA;NA;97;NA;2;NA;0;NA;0;NA;NA;NA;0;1;2;0;NA;2;NA;0;NA;NA;1;0;0;0;NA;0;0;5;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1985;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;12;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1985;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1985;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1985;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;6;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1985;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;1;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1985;11;26;NA;6;2;NA;NA;20;0;NA;NA;NA;NA;12;NA;9;NA;26;26;26;9;16;14;NA;2;5;NA;NA;NA;24;1;23;NA;28;NA;38;15;16;NA;10;0;NA;45;NA;NA;NA;NA;10;29;8;8;NA;19;NA;19;1;13;68;NA;NA;NA;NA;30;NA;NA;NA;23;NA;NA;75;23;NA;6;NA;18;NA;5;NA;NA;NA;23;25;29;2;NA;10;NA;12;NA;NA;18;2;11;10;NA;23;20;12;17;2;26;1;20;9;14;NA;NA;NA;NA;NA;17;10;NA;NA;NA;9
1985;12;16;20;4;0;74;12;18;1;43;NA;42;1;13;NA;6;NA;37;34;33;16;19;7;NA;1;2;NA;5;NA;27;2;23;NA;22;NA;43;6;29;48;5;0;6;61;NA;NA;NA;NA;3;27;5;9;NA;20;NA;13;8;14;53;31;28;44;NA;14;18;NA;20;47;44;7;37;40;34;13;NA;11;18;2;18;NA;22;29;17;34;1;NA;23;NA;21;NA;NA;17;2;7;12;NA;28;17;25;17;0;27;2;23;8;25;8;NA;12;9;NA;17;7;NA;NA;7;3
1986;1;36;41;9;0;79;30;40;7;47;NA;44;9;25;NA;11;NA;58;88;50;36;44;14;NA;15;7;NA;20;93;49;12;53;83;32;41;31;7;45;75;20;0;15;105;69;NA;NA;28;23;68;5;36;51;33;NA;20;NA;24;106;33;47;71;71;28;37;NA;NA;97;61;31;55;59;72;43;53;23;24;10;39;NA;38;60;24;74;1;NA;75;21;35;NA;NA;44;13;27;54;NA;37;30;44;37;2;29;4;63;17;61;42;NA;30;27;NA;25;14;NA;53;12;14
1986;2;88;116;87;0;239;147;147;8;156;NA;146;110;100;NA;38;NA;159;145;188;100;74;95;NA;21;27;NA;165;268;158;19;104;216;123;157;172;54;128;228;36;9;112;234;216;NA;NA;106;68;178;13;199;222;81;NA;93;8;67;249;151;150;218;194;108;183;NA;NA;250;188;141;146;205;133;91;142;49;88;41;113;NA;119;99;85;163;10;215;121;259;119;NA;NA;96;16;93;103;NA;94;101;135;106;13;118;18;124;34;75;149;NA;112;241;NA;84;40;NA;168;65;22
1986;3;55;86;33;0;248;116;108;1;148;NA;131;63;55;NA;6;NA;111;118;170;45;48;37;NA;3;2;NA;133;246;127;3;64;212;82;138;101;12;95;218;13;0;71;196;212;NA;NA;74;24;154;4;11;228;38;NA;60;0;24;288;119;130;213;182;71;132;NA;NA;241;172;104;127;187;107;74;109;17;81;2;101;NA;69;70;58;115;1;251;103;62;84;NA;NA;66;0;8;60;NA;50;82;110;69;1;80;0;80;11;68;113;NA;75;158;NA;63;9;NA;155;37;3
1986;4;13;9;1;0;NA;60;24;0;NA;NA;NA;NA;26;NA;1;NA;106;113;248;1;14;2;NA;0;0;NA;49;NA;150;0;14;NA;18;NA;195;2;49;NA;1;0;NA;206;NA;NA;NA;14;0;119;2;0;NA;3;NA;15;0;2;298;98;NA;NA;421;20;91;NA;NA;215;NA;12;142;194;NA;43;NA;2;56;0;NA;NA;4;26;24;52;0;NA;80;NA;12;NA;NA;15;0;0;15;NA;4;9;81;17;0;16;0;33;5;33;56;NA;5;47;NA;26;0;NA;NA;NA;0
1986;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;23;19;185;0;0;0;NA;0;0;NA;NA;NA;55;0;0;NA;1;NA;172;0;3;NA;0;0;NA;123;NA;NA;NA;NA;0;2;0;0;NA;0;NA;1;0;0;147;NA;NA;NA;NA;NA;NA;NA;NA;107;NA;NA;NA;94;NA;0;NA;0;NA;0;NA;NA;NA;0;1;0;0;NA;3;NA;0;NA;NA;0;0;0;0;NA;0;0;10;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1986;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;11;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;38;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1986;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1986;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;1;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1986;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1986;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;1;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;1;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;0;NA;0;NA;0;NA;NA;NA;0;1;0;0;NA;0;NA;2;NA;NA;0;0;0;0;NA;0;0;1;0;0;1;0;0;0;0;NA;NA;NA;NA;NA;1;0;NA;NA;NA;0
1986;11;2;NA;0;0;NA;NA;1;0;NA;NA;NA;NA;2;NA;0;NA;4;6;4;0;3;0;NA;0;0;NA;NA;NA;6;0;0;NA;1;NA;4;0;3;NA;0;0;NA;6;NA;NA;NA;NA;1;5;0;0;NA;1;NA;1;0;1;10;NA;NA;NA;NA;1;NA;NA;NA;11;NA;NA;17;8;NA;3;NA;0;NA;0;NA;NA;NA;0;1;5;0;NA;4;NA;3;NA;NA;0;0;0;3;NA;2;1;1;1;0;2;0;3;0;1;NA;NA;NA;NA;NA;1;0;NA;NA;NA;0
